image_path,umap_x,umap_y,cluster
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_mtf_vis_j.jpg,10.654841,10.232007,2
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_mtf_vis_only.jpg,10.089379,6.694687,4
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_mtf_vis_y.jpg,9.788012,10.353229,2
../data\102020054_NEG556215936492901652_102020054_NEG556215936492901652_sw_mtf_vis_y_j.jpg,-2.1853564,4.152546,1
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_arcsinh_vis_j.jpg,15.46256,-1.8587618,3
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_arcsinh_vis_only.jpg,11.298193,3.7171633,4
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_arcsinh_vis_y.jpg,15.517986,-1.9731373,3
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_arcsinh_vis_y_j.jpg,14.31729,-2.6205251,3
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_mtf_vis_j.jpg,11.347394,11.097559,2
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_mtf_vis_only.jpg,10.538287,7.6338296,4
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_mtf_vis_y.jpg,11.400223,11.037849,2
../data\102020055_NEG563894315496088157_102020055_NEG563894315496088157_sw_mtf_vis_y_j.jpg,-1.9663856,4.4124713,1
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_arcsinh_vis_j.jpg,17.28575,-4.6680565,3
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_arcsinh_vis_only.jpg,13.378546,4.162922,4
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_arcsinh_vis_y.jpg,17.251083,-4.687164,3
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_arcsinh_vis_y_j.jpg,13.969074,-5.2261443,3
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_mtf_vis_j.jpg,8.232141,10.373155,0
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_mtf_vis_only.jpg,8.570105,7.8994007,4
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_mtf_vis_y.jpg,8.0920315,10.346248,0
../data\102020055_NEG564676209494509344_102020055_NEG564676209494509344_sw_mtf_vis_y_j.jpg,-3.200393,4.036171,1
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_arcsinh_vis_j.jpg,15.5097,-3.8690336,3
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_arcsinh_vis_only.jpg,11.539428,4.2097206,4
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_arcsinh_vis_y.jpg,15.430106,-3.74541,3
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_arcsinh_vis_y_j.jpg,14.435733,-3.9728272,3
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_mtf_vis_j.jpg,9.537462,10.164468,0
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_mtf_vis_only.jpg,10.148491,6.783089,4
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_mtf_vis_y.jpg,9.252321,9.999939,0
../data\102020056_NEG568919155497446978_102020056_NEG568919155497446978_sw_mtf_vis_y_j.jpg,-2.6928525,3.9713135,1
../data\102020056_NEG569381219495998178_102020056_NEG569381219495998178_sw_arcsinh_vis_j.jpg,16.435986,-3.1245635,3
../data\102020056_NEG569381219495998178_102020056_NEG569381219495998178_sw_arcsinh_vis_only.jpg,12.358709,4.184417,4
